Chave,ID_Empresa,ID,Colaborador,Horas_Mes,Horas_Semana,Horas_Dia,Status,Admissao,Demissao,ID_Motivo_Demissao,Venc_Ferias,Nascimento,Sexo,ID_Est_Civil,Matricula,Deficiente,Aposentado,Endereco,Cidade,Estado,Pais,CEP,UF,Latitude,Longitude,Cor,ID_Depto,ID_Cargo,ID_Escolaridade,ID_CC,Salario
113482,1,13482,Nicole Araujo,220,44,"7,33",I,2019-09-27 00:00:00.000,2019-10-26 00:00:00.000,12,2019-10-26 00:00:00.000,1985-11-06 00:00:00.000,F,C,13482,0,0,Rua Célia Basso 343,Chapecó,Santa Catarina,BR,89809-553,SC,"-27,171286","-52,604401",9,97,167,6,97001,1210.00
113483,1,13483,Pedro Araujo,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1969-09-06 00:00:00.000,M,D,13483,0,0,Avenida Arcangelo Nigro 1687,Araraquara,São Paulo,BR,14801-225,SP,"-21,838403","-48,135658",9,92,222263,4,92000,1883.44
113484,1,13484,Rodrigo Pinto,220,44,"7,33",I,2019-10-03 00:00:00.000,2021-07-02 00:00:00.000,4,2021-07-02 00:00:00.000,2000-06-13 00:00:00.000,M,S,13484,0,0,Rua da Solidariedade 1554,Americana,São Paulo,BR,13470-460,SP,"-22,794021","-47,244221",9,92,5,4,92000,1300.00
113485,1,13485,Tomás Barros,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1960-05-03 00:00:00.000,M,S,13485,0,0,Avenida São Carlos 1621,Tatuí,São Paulo,BR,18271-380,SP,"-23,396216","-47,932878",9,92,222239,4,92000,1542.87
113486,1,13486,Vinicius Silva,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1959-09-11 00:00:00.000,M,O,13486,0,0,Rua José Ferreira Fraga 1432,Sete Lagoas,Minas Gerais,BR,35701-067,MG,"-19,373783","-44,285671",9,92,5,6,92000,1446.90
113487,1,13487,Otávio Gomes,220,44,"7,33",I,2019-10-03 00:00:00.000,2021-04-08 00:00:00.000,4,2021-04-08 00:00:00.000,1980-11-28 00:00:00.000,M,S,13487,0,0,Servidão Maria Magdalena Lópes 586,Petrópolis,Rio de Janeiro,BR,25635-208,RJ,"-22,474228","-43,072642",9,92,5,4,92000,1300.00
113488,1,13488,Kaua Dias,200,40,"6,66",I,2019-09-28 00:00:00.000,2019-11-29 00:00:00.000,4,2019-11-29 00:00:00.000,1970-06-17 00:00:00.000,M,O,13488,0,0,Rua José João Rodrigues 664,São José dos Pinhais,Paraná,BR,83060-196,PR,"-25,576154","-49,037967",9,68,5,4,68006,1100.00
113489,1,13489,Thaís Costa,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-06-30 00:00:00.000,2,2020-06-30 00:00:00.000,1958-03-24 00:00:00.000,F,C,13489,0,0,Rua Barbosa Lima 73,Rio Branco,Acre,BR,69908-430,AC,"-10,105889","-68,134666",9,69,167,6,69002,1154.55
113490,1,13490,Samuel Fernandes,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-02-06 00:00:00.000,22,2020-02-06 00:00:00.000,1980-08-27 00:00:00.000,M,S,13490,0,0,Rua Pedreira 861,Teresina,Piauí,BR,64008-390,PI,"-5,247689","-42,775365",9,66,167,5,66023,1154.55
113491,1,13491,Yasmin Rocha,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-07-31 00:00:00.000,2,2020-07-31 00:00:00.000,1975-01-25 00:00:00.000,F,C,13491,0,0,Rua Rio Colônia 1302,Abreu e Lima,Pernambuco,BR,53550-190,PE,"-7,969644","-35,029759",9,66,195,5,66023,1192.05
113492,1,13492,Davi Ferreira,220,44,"7,33",I,2019-10-03 00:00:00.000,2021-10-17 00:00:00.000,2,2021-10-17 00:00:00.000,1998-05-07 00:00:00.000,M,C,13492,0,0,Passagem Maria dos Anjos 30,Belém,Pará,BR,66110-220,PA,"-1,243442","-48,32651",9,100,222263,5,100000,1692.22
113493,1,13493,Camila Oliveira,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1981-01-13 00:00:00.000,F,C,13493,0,0,Praça Luiz Carvalho 313,Porto Alegre,Rio Grande do Sul,BR,91220-350,RS,"-30,024402","-51,260405",9,120,506,7,120003,1100.00
113494,1,13494,Giovanna Almeida,220,44,"7,33",I,2019-10-03 00:00:00.000,2019-12-05 00:00:00.000,12,2019-12-05 00:00:00.000,1990-02-28 00:00:00.000,F,S,13494,0,0,Estrada Santa Fé 34,Jacareí,São Paulo,BR,12340-300,SP,"-23,24305","-45,919557",9,72,5,7,72019,1210.00
113496,1,13496,Miguel Cavalcanti,220,44,"7,33",I,2019-09-29 00:00:00.000,2021-06-11 00:00:00.000,2,2021-06-11 00:00:00.000,1959-09-03 00:00:00.000,M,D,13496,0,0,Estrada Orquidofilos 1232,Embu,São Paulo,BR,06843-460,SP,"-23,577828","-46,833692",9,150,22,7,150004,1516.66
113497,1,13497,Sofia Barbosa,220,44,"7,33",I,2019-10-03 00:00:00.000,2020-06-28 00:00:00.000,2,2020-06-28 00:00:00.000,1987-08-30 00:00:00.000,F,S,13497,0,0,Travessa Treze de Maio 398,Timon,Maranhão,BR,65630-310,MA,"-5,234211","-42,833818",9,97,167,4,97001,1270.00
113498,1,13498,Kai Santos,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-12-08 00:00:00.000,2,2020-12-08 00:00:00.000,1985-08-01 00:00:00.000,M,C,13498,0,0,Travessa Ciríaco 1796,Rio Branco,Acre,BR,69909-180,AC,"-10,03683","-68,073162",9,160,5,9,160004,1154.55
113499,1,13499,Mariana Rodrigues,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1987-09-17 00:00:00.000,F,C,13499,0,0,Rua América do Sul 1638,Araçatuba,São Paulo,BR,16025-600,SP,"-21,103165","-50,563526",9,1,439,7,10001,1411.65
113500,1,13500,Renan Dias,220,44,"7,33",A,2019-09-28 00:00:00.000,NULL,0,2022-09-27 00:00:00.000,1967-06-17 00:00:00.000,M,C,13500,0,0,Rua Benedito Feliciano de Moraes 1286,Jundiaí,São Paulo,BR,13214-070,SP,"-23,210855","-46,84346",9,96,38,5,96000,2383.28
113501,1,13501,Murilo Rodrigues,220,44,"7,33",A,2019-09-11 00:00:00.000,NULL,0,2022-09-10 00:00:00.000,1989-02-06 00:00:00.000,M,S,13501,0,0,Rua Eliseu Teixeira de Camargo 1371,Campinas,São Paulo,BR,13101-665,SP,"-22,959396","-46,951575",9,1,222329,8,10009,3127.52
113502,1,13502,Matilde Melo,200,40,"6,66",I,2019-10-04 00:00:00.000,2020-07-14 00:00:00.000,2,2020-07-14 00:00:00.000,1974-01-10 00:00:00.000,F,S,13502,0,0,Rua Carlos Maximiano 937,Campo Grande,Mato Grosso do Sul,BR,79081-555,MS,"-20,968969","-54,257094",9,153,506,4,153001,1154.55
113503,1,13503,Amanda Rodrigues,150,30,5,I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,22,2019-11-01 00:00:00.000,1963-10-20 00:00:00.000,F,O,13503,0,0,Rua Braz Antônio Falco 1162,Juiz de Fora,Minas Gerais,BR,36031-070,MG,"-21,75763","-43,436139",8,57,506,4,57017,825.00
113504,1,13504,Melissa Rodrigues,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1987-01-22 00:00:00.000,F,O,13504,0,0,Rua das Palmeiras 394,Imperatriz,Maranhão,BR,65905-110,MA,"-5,359877","-47,572588",9,69,167,6,69004,1100.00
113505,1,13505,Julieta Barros,100,20,"3,33",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,22,2019-11-01 00:00:00.000,1977-08-09 00:00:00.000,F,C,13505,0,0,Rua João Martins 513,Guarulhos,São Paulo,BR,07132-490,SP,"-23,401472","-46,509301",9,56,167,7,56001,550.00
113506,1,13506,Douglas Lima,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-12-08 00:00:00.000,2,2020-12-08 00:00:00.000,2000-11-19 00:00:00.000,M,S,13506,0,0,Rua Quarenta e Dois 1290,Rio de Janeiro,Rio de Janeiro,BR,21865-250,RJ,"-22,935982","-43,235561",9,160,5,7,160002,1154.55
113507,1,13507,Thiago Barros,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1998-07-09 00:00:00.000,M,S,13507,0,0,Alto Beira Mar 907,Salvador,Bahia,BR,41705-095,BA,"-12,88482","-38,461982",9,75,5,4,6,1100.00
113508,1,13508,Sarah Silva,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1994-03-15 00:00:00.000,F,S,13508,0,0,Rua Cleto Nunes 285,Cariacica,Espírito Santo,BR,29156-010,ES,"-20,375201","-40,476847",9,99,96,7,99008,1677.42
113509,1,13509,Laura Rodrigues,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-12-29 00:00:00.000,11,2019-12-29 00:00:00.000,1990-09-12 00:00:00.000,F,D,13509,0,0,Rua Benedito de Abreu Júnior 2,Itapevi,São Paulo,BR,06694-025,SP,"-23,462891","-46,909984",9,75,5,7,6,1100.00
113510,1,13510,Igor Santos,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1959-11-04 00:00:00.000,M,C,13510,0,0,Rua Henrique Gomes 428,Juazeiro,Bahia,BR,48901-160,BA,"-9,478149","-40,154907",9,99,32,4,99004,2343.00
113511,1,13511,Thaís Cavalcanti,220,44,"7,33",I,2019-10-03 00:00:00.000,2021-03-19 00:00:00.000,2,2021-03-19 00:00:00.000,1983-11-17 00:00:00.000,F,C,13511,0,0,Rua Ângelo Aladino Grecchi 1540,São Caetano do Sul,São Paulo,BR,09570-580,SP,"-23,661069","-46,545019",9,101,506,6,101002,1300.00
113512,1,13512,Sophia Cunha,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1989-10-28 00:00:00.000,F,S,13512,0,0,Rua Estibinita 1035,Aparecida de Goiânia,Goiás,BR,74955-280,GO,"-16,755207","-49,273954",9,66,167,4,66035,1100.00
113513,1,13513,Bianca Lima,200,40,"6,66",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1961-01-09 00:00:00.000,F,C,13513,0,0,Quadra QR 411 Conjunto 04 813,Samambaia,Distrito Federal,BR,72321-204,DF,"-23,166052","-47,512378",9,75,5,4,75011,1315.36
113514,1,13514,Renan Pinto,220,44,"7,33",I,2019-10-03 00:00:00.000,2022-04-22 00:00:00.000,2,2022-04-22 00:00:00.000,1954-08-02 00:00:00.000,M,C,13514,0,0,Rua Jacy da Silva Leall 67,Franca,São Paulo,BR,14402-502,SP,"-20,653422","-47,251747",9,99,32,4,99002,2092.20
113515,1,13515,Alice Castro,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1986-07-05 00:00:00.000,F,C,13515,0,0,Rua Joliva da Fonseca 6,Rio de Janeiro,Rio de Janeiro,BR,21340-080,RJ,"-22,834151","-43,411942",9,99,163,7,99005,1550.77
113516,1,13516,Eduarda Castro,200,40,"6,66",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1992-11-28 00:00:00.000,F,S,13516,0,0,Rua Ministro Odilon Braga 1133,Queimados,Rio de Janeiro,BR,26310-190,RJ,"-22,809569","-43,48248",9,75,222316,4,75008,1315.36
113517,1,13517,Carla Souza,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1965-05-19 00:00:00.000,F,C,13517,0,0,Rua Araucaria 991,Belford Roxo,Rio de Janeiro,BR,26150-010,RJ,"-22,657767","-43,283586",9,99,163,7,99005,1550.77
113518,1,13518,Clara Ferreira,200,40,"6,66",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1962-04-04 00:00:00.000,F,C,13518,0,0,Rua Arandu 1236,Cotia,São Paulo,BR,06711-385,SP,"-23,602007","-47,013347",9,75,167,5,75004,1315.36
113519,1,13519,Gabriela Dias,200,40,"6,66",I,2019-10-03 00:00:00.000,2021-09-03 00:00:00.000,4,2021-09-03 00:00:00.000,1974-12-04 00:00:00.000,F,C,13519,0,0,Praça Lions Internacional 987,Jaboticabal,São Paulo,BR,14870-235,SP,"-21,208246","-48,38188",9,75,167,9,75004,1181.82
113520,1,13520,Alex Souza,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1971-02-20 00:00:00.000,M,C,13520,0,0,Rua São Francisco 477,Montes Claros,Minas Gerais,BR,39400-048,MG,"-16,548986","-43,851155",9,99,32,5,99004,2343.00
113521,1,13521,Amanda Sousa,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1991-04-07 00:00:00.000,F,S,13521,0,0,1ª Travessa Primavera 549,Salvador,Bahia,BR,41180-045,BA,"-12,933774","-38,461125",9,99,3,9,99004,2155.05
113522,1,13522,João Gomes,200,40,"6,66",I,2019-10-03 00:00:00.000,2022-11-29 00:00:00.000,4,2022-11-29 00:00:00.000,1995-12-26 00:00:00.000,M,S,13522,0,0,Quadra Quadra 595 1153,Novo Gama,Goiás,BR,72860-558,GO,"-16,029385","-47,981501",9,75,222254,7,75014,2130.00
113523,1,13523,Danilo Goncalves,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1963-04-22 00:00:00.000,M,C,13523,0,0,Rua Jequié 659,Vitória da Conquista,Bahia,BR,45030-020,BA,"-15,313197","-40,969872",9,99,22,4,99001,1677.42
113524,1,13524,Fábio Costa,220,44,"7,33",I,2019-10-03 00:00:00.000,2020-08-04 00:00:00.000,4,2020-08-04 00:00:00.000,1976-02-12 00:00:00.000,M,S,13524,0,0,Passagem G 834,Belém,Pará,BR,66080-260,PA,"-1,395985","-48,459749",9,99,22,6,99001,1481.66
113525,1,13525,Vitória Barbosa,220,44,"7,33",A,2019-10-03 00:00:00.000,NULL,0,2022-10-02 00:00:00.000,1990-05-11 00:00:00.000,F,S,13525,0,0,Rua E 1423,Rondonópolis,Mato Grosso,BR,78715-350,MT,"-16,452464","-54,590169",9,99,3,7,99002,2155.05
113526,1,13526,Tiago Silva,220,44,"7,33",I,2019-09-29 00:00:00.000,2022-10-09 00:00:00.000,2,2022-09-28 00:00:00.000,1993-06-24 00:00:00.000,M,S,13526,0,0,Rua Jaguaruana 1958,Natal,Rio Grande do Norte,BR,59112-130,RN,"-5,847731","-35,159988",9,121,222242,7,121000,1217.00
113527,1,13527,Maria Ferreira,220,44,"7,33",A,2019-09-29 00:00:00.000,NULL,0,2023-09-28 00:00:00.000,1993-03-03 00:00:00.000,F,C,13527,0,0,Rua Cabo Epitácio de Souza Lucena 1706,São Paulo,São Paulo,BR,03977-400,SP,"-23,671767","-46,660484",9,121,222242,7,121000,1217.00
113528,1,13528,Rodrigo Correia,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-12-05 00:00:00.000,12,2019-12-05 00:00:00.000,1985-01-30 00:00:00.000,M,C,13528,0,0,Rua Marcela 1074,Manaus,Amazonas,BR,69088-153,AM,"-2,685298","-60,185897",9,74,430,4,74003,1209.05
113529,1,13529,Melissa Cardoso,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,2001-10-03 00:00:00.000,F,S,13529,0,0,Rua São Simplicio 568,Rio de Janeiro,Rio de Janeiro,BR,21231-130,RJ,"-22,977576","-43,274529",9,130,96,7,130013,1283.32
113530,1,13530,Yasmin Barros,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1989-02-03 00:00:00.000,F,S,13530,0,0,Travessa Cemec 952,Fortaleza,Ceará,BR,60341-410,CE,"-3,800236","-38,583939",9,98,506,5,98011,1100.00
113531,1,13531,Erick Sousa,220,44,"7,33",I,2019-10-03 00:00:00.000,2021-11-19 00:00:00.000,2,2021-11-19 00:00:00.000,1981-07-13 00:00:00.000,M,S,13531,0,0,Rua Geraldo Gonçalves 1466,Pindamonhangaba,São Paulo,BR,12425-390,SP,"-22,869454","-45,463902",9,167,149,4,167000,1692.22
113532,1,13532,Emily Cunha,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-12-18 00:00:00.000,12,2019-12-18 00:00:00.000,1993-07-22 00:00:00.000,F,O,13532,0,0,Rua Manoel Rodrigues Maia 1518,Presidente Prudente,São Paulo,BR,19068-030,SP,"-21,876118","-51,404809",9,98,167,6,98012,1100.00
113533,1,13533,Vitor Barbosa,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-02-06 00:00:00.000,2,2020-02-06 00:00:00.000,1997-09-16 00:00:00.000,M,S,13533,0,0,Rua Grinalda 165,Recife,Pernambuco,BR,50870-600,PE,"-7,985375","-35,018064",9,160,5,5,160001,1170.00
113534,1,13534,Isabella Oliveira,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-06-09 00:00:00.000,4,2020-06-09 00:00:00.000,1978-05-29 00:00:00.000,F,D,13534,0,0,Rua Três 1264,São Vicente,São Paulo,BR,11345-435,SP,"-23,891859","-46,591946",9,160,5,4,160004,1154.55
113535,1,13535,Carolina Lima,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-12-08 00:00:00.000,2,2020-12-08 00:00:00.000,1992-02-12 00:00:00.000,F,S,13535,0,0,Rua Sebastião Barbosa 1948,São Paulo,São Paulo,BR,03334-050,SP,"-23,55859","-46,692038",9,160,5,6,160003,1154.55
113536,1,13536,José Barros,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-08-28 00:00:00.000,2,2020-08-28 00:00:00.000,1993-04-24 00:00:00.000,M,C,13536,0,0,Rua Diacuí 1283,Patos de Minas,Minas Gerais,BR,38702-176,MG,"-18,68025","-46,449841",9,160,5,8,160003,1154.55
113537,1,13537,Isabela Castro,100,20,"3,33",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1977-07-15 00:00:00.000,F,S,13537,0,0,Quadra 204 Sul Alameda 6 13,Palmas,Tocantins,BR,77020-498,TO,"-10,148363","-48,030348",9,56,167,4,56015,550.00
113538,1,13538,Isabelle Santos,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-11-01 00:00:00.000,12,2019-11-01 00:00:00.000,1998-03-20 00:00:00.000,F,S,13538,0,0,Beco I 1596,Belo Horizonte,Minas Gerais,BR,30668-181,MG,"-19,995042","-43,935365",9,60,167,4,60010,1100.00
113539,1,13539,Isabelle Pinto,220,44,"7,33",I,2019-10-03 00:00:00.000,2019-11-28 00:00:00.000,12,2019-11-28 00:00:00.000,1985-05-04 00:00:00.000,F,S,13539,0,0,Quadra SMPW Quadra 24 Conjunto 02 1648,Núcleo Bandeirante,Distrito Federal,BR,71745-402,DF,"-15,851217","-48,010555",9,72,167,3,72011,1210.00
113540,1,13540,Alex Ferreira,200,40,"6,66",I,2019-10-03 00:00:00.000,2020-12-08 00:00:00.000,2,2020-12-08 00:00:00.000,2000-01-03 00:00:00.000,M,S,13540,0,0,Travessa Barroso 859,Maringá,Paraná,BR,87050-380,PR,"-23,376769","-51,916258",9,160,5,4,160005,1154.55
113541,1,13541,Enzo Castro,200,40,"6,66",I,2019-10-03 00:00:00.000,2019-12-18 00:00:00.000,12,2019-12-18 00:00:00.000,1999-04-18 00:00:00.000,M,S,13541,0,0,Rua Anchieta 1335,Itabuna,Bahia,BR,45608-575,BA,"-14,975571","-39,298555",9,98,5,7,98015,1100.00
113542,1,13542,Beatrice Rocha,200,40,"6,66",I,2019-10-04 00:00:00.000,2019-11-20 00:00:00.000,11,2019-11-20 00:00:00.000,1991-04-04 00:00:00.000,F,C,13542,0,0,Rua Josefa Amicci 813,Avaré,São Paulo,BR,18704-380,SP,"-23,127363","-48,951163",9,99,3,9,6,1733.02
113543,1,13543,Thaís Ferreira,200,40,"6,66",I,2019-10-04 00:00:00.000,2019-11-02 00:00:00.000,12,2019-11-02 00:00:00.000,1995-08-18 00:00:00.000,F,S,13543,0,0,Rua T 230 868,Goiânia,Goiás,BR,74215-205,GO,"-16,664962","-49,308571",9,130,96,7,130002,1283.32
113544,1,13544,Julia Santos,220,44,"7,33",I,2019-10-04 00:00:00.000,2020-06-28 00:00:00.000,2,2020-06-28 00:00:00.000,1989-12-15 00:00:00.000,F,C,13544,0,0,Rodovia BR-116 620,Esteio,Rio Grande do Sul,BR,93270-000,RS,"-29,907001","-51,252722",9,97,167,7,97002,1270.00
113545,1,13545,Giovana Almeida,200,40,"6,66",I,2019-10-04 00:00:00.000,2021-06-11 00:00:00.000,2,2021-06-11 00:00:00.000,1979-08-23 00:00:00.000,F,C,13545,0,0,Rua Olegário Cunha Lobo 684,Atibaia,São Paulo,BR,12942-730,SP,"-23,095646","-46,589726",9,87,167,6,87036,1181.82
113546,1,13546,Isabella Carvalho,220,44,"7,33",I,2019-10-05 00:00:00.000,2020-06-28 00:00:00.000,2,2020-06-28 00:00:00.000,1991-05-22 00:00:00.000,F,C,13546,0,0,Rua Jaime Pinto de Almeida 691,Bebedouro,São Paulo,BR,14711-430,SP,"-20,993746","-48,541844",9,97,405,7,97001,1653.17
113547,1,13547,Gabriela Rocha,100,20,"3,33",I,2019-10-05 00:00:00.000,2020-06-10 00:00:00.000,4,2020-06-10 00:00:00.000,1978-04-13 00:00:00.000,F,D,13547,0,0,Rua Aracele Cabrera Crespo 1782,Serra,Espírito Santo,BR,29160-770,ES,"-20,016904","-40,374006",9,152,506,4,152001,577.27
113548,1,13548,Gustavo Cunha,220,44,"7,33",A,2019-10-05 00:00:00.000,NULL,0,2022-10-04 00:00:00.000,1961-10-13 00:00:00.000,M,C,13548,0,0,Rua Cento e Sessenta e Dois 1350,Volta Redonda,Rio de Janeiro,BR,27255-330,RJ,"-22,539217","-44,140391",9,99,430,4,99002,1590.34
113549,1,13549,Lara Sousa,220,44,"7,33",I,2019-10-05 00:00:00.000,2020-04-04 00:00:00.000,2,2020-04-04 00:00:00.000,1994-11-15 00:00:00.000,F,S,13549,0,0,Rua Professor Ângelo Magrini Lisa 924,Bragança Paulista,São Paulo,BR,12904-260,SP,"-22,983406","-46,479933",9,72,506,2,72010,1270.00
113550,1,13550,Julia Castro,220,44,"7,33",A,2019-10-06 00:00:00.000,NULL,0,2023-10-05 00:00:00.000,1983-04-27 00:00:00.000,F,S,13550,0,0,Rua Confidence 402,Novo Hamburgo,Rio Grande do Sul,BR,93351-240,RS,"-29,810494","-51,088904",9,87,222316,7,87059,1446.90
113551,1,13551,Lara Castro,220,44,"7,33",I,2019-10-06 00:00:00.000,2020-01-03 00:00:00.000,12,2021-01-03 00:00:00.000,1970-11-29 00:00:00.000,F,C,13551,0,0,Rua Ivoti 1408,Novo Hamburgo,Rio Grande do Sul,BR,93340-100,RS,"-29,65431","-50,998624",9,42,167,4,42000,1210.00
113552,1,13552,Tiago Lima,100,20,"3,33",I,2019-10-06 00:00:00.000,2020-02-02 00:00:00.000,4,2021-02-02 00:00:00.000,1965-04-07 00:00:00.000,M,S,13552,0,0,Rua do Coleirinho 373,Colombo,Paraná,BR,83401-450,PR,"-25,268338","-49,148828",9,57,5,4,57018,550.00
113553,1,13553,Arthur Cardoso,220,44,"7,33",I,2019-10-06 00:00:00.000,2019-12-05 00:00:00.000,12,2019-12-05 00:00:00.000,1983-03-29 00:00:00.000,M,S,13553,0,0,Praça São Pedro Claver 964,Bebedouro,São Paulo,BR,14706-058,SP,"-21,032513","-48,537982",9,72,167,6,72005,1210.00
113554,1,13554,Isabelle Costa,220,44,"7,33",A,2019-10-06 00:00:00.000,NULL,0,2022-10-05 00:00:00.000,1992-06-08 00:00:00.000,F,C,13554,0,0,Vila Bela Vista 1295,Natal,Rio Grande do Norte,BR,59060-192,RN,"-5,865939","-35,151626",9,101,506,6,101010,1446.90
113555,1,13555,Tânia Martins,220,44,"7,33",I,2019-10-09 00:00:00.000,2020-01-06 00:00:00.000,12,2020-01-06 00:00:00.000,1972-01-18 00:00:00.000,F,S,13555,0,0,Rua Jacutinga 1680,Rio Claro,São Paulo,BR,13504-170,SP,"-22,479068","-47,54388",9,97,167,4,97003,1210.00
113556,1,13556,Gabrielle Azevedo,220,44,"7,33",A,2019-10-06 00:00:00.000,NULL,0,2023-10-05 00:00:00.000,1980-11-13 00:00:00.000,F,S,13556,0,0,Rua Ernesto Cardinalli 59,São Carlos,São Paulo,BR,13571-390,SP,"-21,937719","-47,876275",9,87,222316,6,87099,1446.90
113557,1,13557,Ágatha Fernandes,200,40,"6,66",I,2019-10-09 00:00:00.000,2019-11-28 00:00:00.000,12,2019-11-28 00:00:00.000,1976-12-11 00:00:00.000,F,S,13557,0,0,Rua Maria Pureza dos Santos 1626,Aracaju,Sergipe,BR,49080-360,SE,"-11,025334","-37,122569",9,87,167,7,87012,1100.00
113558,1,13558,Isabela Silva,220,44,"7,33",I,2019-10-09 00:00:00.000,2020-06-28 00:00:00.000,2,2020-06-28 00:00:00.000,1960-03-24 00:00:00.000,F,S,13558,0,0,Rua Jair Ribeiro Campos 923,Xinguara,Pará,BR,68555-140,PA,"-6,928366","-49,552177",9,97,167,7,97001,1270.00
113559,1,13559,Kaua Santos,220,44,"7,33",I,2019-10-09 00:00:00.000,2021-06-04 00:00:00.000,4,2021-06-04 00:00:00.000,1983-05-20 00:00:00.000,M,C,13559,0,0,Rua Estevão Barbosa Alves 45,São Paulo,São Paulo,BR,05109-100,SP,"-23,704322","-46,57184",9,92,222239,4,92000,1395.00
113560,1,13560,Carla Barros,150,30,5,I,2019-10-09 00:00:00.000,2020-07-10 00:00:00.000,2,2020-07-10 00:00:00.000,1987-07-07 00:00:00.000,F,C,13560,0,0,Rua Barão de Itapissuma 807,Igarassu,Pernambuco,BR,53640-625,PE,"-7,827339","-34,890445",9,57,506,7,57006,865.91
113561,1,13561,Thiago Goncalves,220,44,"7,33",I,2019-10-09 00:00:00.000,2021-12-16 00:00:00.000,2,2021-12-16 00:00:00.000,1972-11-13 00:00:00.000,M,C,13561,0,0,Rua Martim Francisco 323,Limeira,São Paulo,BR,13486-089,SP,"-22,593721","-47,312822",9,157,222266,7,157004,2509.90
113562,1,13562,Vinicius Fernandes,220,44,"7,33",I,2019-10-09 00:00:00.000,2021-12-16 00:00:00.000,2,2021-12-16 00:00:00.000,1984-01-16 00:00:00.000,M,S,13562,0,0,Rua Ângelo José Hermes 148,Blumenau,Santa Catarina,BR,89057-060,SC,"-26,954236","-49,051996",2,157,222266,7,157004,2509.90
113563,1,13563,Vinicius Santos,220,44,"7,33",I,2019-10-10 00:00:00.000,2019-11-06 00:00:00.000,11,2019-11-06 00:00:00.000,1998-06-11 00:00:00.000,M,S,13563,0,0,Travessa Doutor Napoleão Laureano 407,Natal,Rio Grande do Norte,BR,59050-481,RN,"-5,818475","-35,154352",9,156,5,5,156003,1210.00
113564,1,13564,Caio Azevedo,200,40,"6,66",I,2019-10-10 00:00:00.000,2020-04-04 00:00:00.000,4,2020-04-04 00:00:00.000,1980-04-18 00:00:00.000,M,S,13564,0,0,Rua Vinte 877,Cabo Frio,Rio de Janeiro,BR,28913-320,RJ,"-22,747883","-42,121559",9,37,167,4,6,1154.55
